,player_name,team,G,xHG,xPCT,HG,PCT
937,Phil Maton,SD,4,0,0.0,1,25.0
943,Ryan Helsley,STL,3,0,0.0,1,33.33333333333333
944,Seby Zavala,CWS,5,0,0.0,1,20.0
967,Dustin May,LAD,5,0,0.0,1,20.0
0,CC Sabathia,NYY,2,0,0.0,0,0.0
1,Ichiro Suzuki,SEA,2,0,0.0,0,0.0
12,Edwin Jackson,TOR,2,0,0.0,0,0.0
16,Felix Hernandez,SEA,2,0,0.0,0,0.0
17,Yusmeiro Petit,OAK,1,0,0.0,0,0.0
19,Justin Verlander,HOU,1,0,0.0,0,0.0
37,Kenley Jansen,LAD,1,0,0.0,0,0.0
42,Ross Detwiler,CWS,1,0,0.0,0,0.0
45,Corey Kluber,CLE,1,0,0.0,0,0.0
49,Sean Doolittle,WSH,3,0,0.0,0,0.0
53,Charlie Morton,TB,1,0,0.0,0,0.0
56,Jim Adduci,CHC,2,0,0.0,0,0.0
63,Jared Hughes,CIN,1,0,0.0,0,0.0
64,Wade LeBlanc,SEA,1,0,0.0,0,0.0
65,Blake Parker,PHI,1,0,0.0,0,0.0
80,Johnny Cueto,SF,3,0,0.0,0,0.0
91,Javy Guerra,WSH,5,0,0.0,0,0.0
92,J.A. Happ,NYY,2,0,0.0,0,0.0
94,Lance Lynn,TEX,1,0,0.0,0,0.0
95,Josh Tomlin,ATL,5,0,0.0,0,0.0
110,Ivan Nova,CWS,3,0,0.0,0,0.0
123,Jed Lowrie,NYM,8,0,0.0,0,0.0
128,Andrew Cashner,BAL,1,0,0.0,0,0.0
130,Wade Miley,HOU,3,0,0.0,0,0.0
132,Craig Stammen,SD,1,0,0.0,0,0.0
145,Michael Pineda,MIN,2,0,0.0,0,0.0
150,Mike Minor,TEX,4,0,0.0,0,0.0
151,Jeremy Jeffress,MIL,1,0,0.0,0,0.0
153,Kyle Gibson,MIN,2,0,0.0,0,0.0
169,Juan Nicasio,PHI,2,0,0.0,0,0.0
174,Ruben Tejada,NYM,5,0,0.0,0,0.0
180,Chad Bettis,COL,9,0,0.0,0,0.0
183,Steve Cishek,CHC,2,0,0.0,0,0.0
198,T.J. McFarland,ARI,4,0,0.0,0,0.0
201,Jimmy Nelson,MIL,2,0,0.0,0,0.0
202,Drew Pomeranz,MIL,15,0,0.0,0,0.0
203,Rick Porcello,BOS,3,0,0.0,0,0.0
211,Marcus Walden,BOS,1,0,0.0,0,0.0
212,Jordan Zimmermann,DET,1,0,0.0,0,0.0
216,Joe Kelly,LAD,3,0,0.0,0,0.0
218,Martin Perez,MIN,2,0,0.0,0,0.0
233,Matt Andriese,ARI,6,0,0.0,0,0.0
237,Rob Brantly,PHI,1,0,0.0,0,0.0
239,Ryan Carpenter,DET,1,0,0.0,0,0.0
241,Gerrit Cole,HOU,3,0,0.0,0,0.0
242,Adam Conley,MIA,1,0,0.0,0,0.0
249,Nathan Eovaldi,BOS,1,0,0.0,0,0.0
263,Jay Jackson,MIL,2,0,0.0,0,0.0
269,Mikie Mahtook,DET,7,0,0.0,0,0.0
273,Tommy Milone,SEA,1,0,0.0,0,0.0
285,Nick Vincent,SF,3,0,0.0,0,0.0
289,Tyler Lyons,PIT,1,0,0.0,0,0.0
306,Masahiro Tanaka,NYY,1,0,0.0,0,0.0
312,Felipe Vazquez,PIT,2,0,0.0,0,0.0
316,Yimi Garcia,LAD,2,0,0.0,0,0.0
318,Felix Pena,LAA,2,0,0.0,0,0.0
324,Jose Urena,MIA,12,0,0.0,0,0.0
325,Luis Cessa,NYY,1,0,0.0,0,0.0
334,Matt Carasiti,SEA,1,0,0.0,0,0.0
336,Noel Cuevas,COL,1,0,0.0,0,0.0
338,Dylan Floro,LAD,2,0,0.0,0,0.0
346,Matt Koch,ARI,4,0,0.0,0,0.0
349,Parker Markel,PIT,3,0,0.0,0,0.0
350,Deven Marrero,MIA,4,0,0.0,0,0.0
353,Shelby Miller,TEX,2,0,0.0,0,0.0
359,James Paxton,NYY,3,0,0.0,0,0.0
363,Garrett Richards,SD,2,0,0.0,0,0.0
366,Tyler Skaggs,LAA,2,0,0.0,0,0.0
367,Burch Smith,MIL,1,0,0.0,0,0.0
372,Robbie Erlin,SD,4,0,0.0,0,0.0
385,Yusei Kikuchi,SEA,1,0,0.0,0,0.0
386,Hector Velazquez,BOS,1,0,0.0,0,0.0
391,Cody Allen,LAA,1,0,0.0,0,0.0
397,Dylan Covey,CWS,1,0,0.0,0,0.0
411,Nick Kingham,PIT,6,0,0.0,0,0.0
414,Josh Osich,CWS,1,0,0.0,0,0.0
415,Jarrett Parker,LAA,5,0,0.0,0,0.0
417,Adam Plutko,CLE,1,0,0.0,0,0.0
425,Adrian Sampson,TEX,1,0,0.0,0,0.0
426,Aaron Sanchez,TOR,1,0,0.0,0,0.0
427,Chasen Shreve,STL,1,0,0.0,0,0.0
430,Drew Smyly,PHI,11,0,0.0,0,0.0
437,Taylor Williams,MIL,1,0,0.0,0,0.0
439,Asher Wojciechowski,BAL,1,0,0.0,0,0.0
442,Domingo German,NYY,3,0,0.0,0,0.0
443,Carlos Martinez,STL,1,0,0.0,0,0.0
444,Frankie Montas,OAK,1,0,0.0,0,0.0
448,Hector Neris,PHI,1,0,0.0,0,0.0
452,Wander Suero,WSH,1,0,0.0,0,0.0
455,Eduardo Rodriguez,BOS,3,0,0.0,0,0.0
457,Jandel Gustave,SF,1,0,0.0,0,0.0
458,Mike Mayers,STL,1,0,0.0,0,0.0
467,Matt Grace,WSH,3,0,0.0,0,0.0
469,Daniel Ponce de Leon,STL,8,0,0.0,0,0.0
470,Kyle Ryan,CHC,3,0,0.0,0,0.0
471,Casey Sadler,LAD,3,0,0.0,0,0.0
473,Jerad Eickhoff,PHI,11,0,0.0,0,0.0
479,Dan Winkler,ATL,1,0,0.0,0,0.0
490,Jakob Junis,KC,1,0,0.0,0,0.0
493,Daniel Mengden,OAK,1,0,0.0,0,0.0
498,Robert Stephenson,CIN,1,0,0.0,0,0.0
511,Matt Barnes,BOS,1,0,0.0,0,0.0
513,Brian Johnson,BOS,1,0,0.0,0,0.0
515,Nick Ramirez,DET,1,0,0.0,0,0.0
522,Randy Rosario,CHC,1,0,0.0,0,0.0
529,Chris Bassitt,OAK,3,0,0.0,0,0.0
532,Archie Bradley,ARI,1,0,0.0,0,0.0
534,Aaron Brooks,BAL,2,0,0.0,0,0.0
535,Dylan Bundy,BAL,1,0,0.0,0,0.0
537,Mike Clevinger,CLE,1,0,0.0,0,0.0
544,David Hess,BAL,2,0,0.0,0,0.0
545,Clay Holmes,PIT,5,0,0.0,0,0.0
547,Jorge Lopez,KC,1,0,0.0,0,0.0
553,Michael Reed,SF,4,0,0.0,0,0.0
560,Andrew Suarez,SF,2,0,0.0,0,0.0
562,Spencer Turnbull,DET,3,0,0.0,0,0.0
563,Mitch Walding,PHI,2,0,0.0,0,0.0
564,Matt Wisler,SD,1,0,0.0,0,0.0
566,Bradley Zimmer,CLE,7,0,0.0,0,0.0
571,Giovanny Gallegos,STL,3,0,0.0,0,0.0
573,Yefry Ramirez,PIT,2,0,0.0,0,0.0
575,Roenis Elias,WSH,1,0,0.0,0,0.0
577,Jarlin Garcia,MIA,1,0,0.0,0,0.0
580,Rookie Davis,PIT,1,0,0.0,0,0.0
585,Tyler Glasnow,TB,1,0,0.0,0,0.0
588,Sal Romano,CIN,1,0,0.0,0,0.0
590,Robert Gsellman,NYM,1,0,0.0,0,0.0
591,John Gant,STL,3,0,0.0,0,0.0
594,Chris Mazza,NYM,3,0,0.0,0,0.0
598,Sam Howard,COL,1,0,0.0,0,0.0
608,Carson Fulmer,CWS,1,0,0.0,0,0.0
625,JT Chargois,LAD,1,0,0.0,0,0.0
630,Chris Stratton,PIT,3,0,0.0,0,0.0
631,Brent Suter,MIL,2,0,0.0,0,0.0
635,Wei-Yin Chen,MIA,5,0,0.0,0,0.0
636,Austin Adams,SEA,1,0,0.0,0,0.0
651,James Marvel,PIT,4,0,0.0,0,0.0
652,Jacob Waguespack,TOR,2,0,0.0,0,0.0
656,Matt Bowman,CIN,1,0,0.0,0,0.0
658,Jose Berrios,MIN,2,0,0.0,0,0.0
659,Duane Underwood Jr.,CHC,1,0,0.0,0,0.0
660,Corey Oswalt,NYM,2,0,0.0,0,0.0
663,Ty Blach,SF,1,0,0.0,0,0.0
675,Joe Hudson,STL,1,0,0.0,0,0.0
685,Yency Almonte,COL,3,0,0.0,0,0.0
686,Gerardo Reyes,SD,1,0,0.0,0,0.0
689,Dylan Cozens,PHI,1,0,0.0,0,0.0
692,Keury Mella,CIN,1,0,0.0,0,0.0
694,Seranthony Dominguez,PHI,1,0,0.0,0,0.0
700,Miguel Diaz,SD,1,0,0.0,0,0.0
701,Jimmy Cordero,CWS,1,0,0.0,0,0.0
703,Pedro Payano,TEX,1,0,0.0,0,0.0
704,Paul Sewald,NYM,1,0,0.0,0,0.0
708,Scott Oberg,COL,1,0,0.0,0,0.0
712,Josh Hader,MIL,2,0,0.0,0,0.0
713,Brad Wieck,SD,2,0,0.0,0,0.0
714,Drew Anderson,PHI,1,0,0.0,0,0.0
715,Drew Jackson,BAL,3,0,0.0,0,0.0
734,Reynaldo Lopez,CWS,2,0,0.0,0,0.0
738,Raisel Iglesias,CIN,2,0,0.0,0,0.0
740,Yonny Chirinos,TB,1,0,0.0,0,0.0
741,Yasmany Tomas,ARI,4,0,0.0,0,0.0
748,Adbert Alzolay,CHC,3,0,0.0,0,0.0
749,Wes Parsons,COL,2,0,0.0,0,0.0
756,Shane Carle,ATL,1,0,0.0,0,0.0
768,Trevor Gott,SF,1,0,0.0,0,0.0
774,Tyler Kinley,MIA,1,0,0.0,0,0.0
788,Emilio Pagan,TB,1,0,0.0,0,0.0
789,Cody Reed,CIN,1,0,0.0,0,0.0
790,Jimmie Sherfy,ARI,2,0,0.0,0,0.0
793,Glenn Sparkman,KC,1,0,0.0,0,0.0
799,Devin Williams,MIL,1,0,0.0,0,0.0
804,Jaime Barria,LAA,1,0,0.0,0,0.0
806,Ariel Jurado,TEX,1,0,0.0,0,0.0
820,Justin Dunn,SEA,1,0,0.0,0,0.0
822,Chad Green,NYY,1,0,0.0,0,0.0
823,Donnie Hart,NYM,2,0,0.0,0,0.0
830,Austin Pruitt,TB,1,0,0.0,0,0.0
834,T.J. Zeuch,TOR,1,0,0.0,0,0.0
852,Aaron Civale,CLE,1,0,0.0,0,0.0
853,Jose Quijada,MIA,1,0,0.0,0,0.0
854,Luis Escobar,PIT,1,0,0.0,0,0.0
856,Genesis Cabrera,STL,3,0,0.0,0,0.0
857,Diego Castillo,TB,1,0,0.0,0,0.0
859,Jalen Beeks,TB,2,0,0.0,0,0.0
861,Jeff Brigham,MIA,1,0,0.0,0,0.0
862,Griffin Canning,LAA,1,0,0.0,0,0.0
871,Alex Jackson,ATL,4,0,0.0,0,0.0
873,Mitch Keller,PIT,9,0,0.0,0,0.0
878,Sean Newcomb,ATL,5,0,0.0,0,0.0
879,James Norwood,CHC,1,0,0.0,0,0.0
881,Sean Reid-Foley,TOR,1,0,0.0,0,0.0
883,Justus Sheffield,SEA,1,0,0.0,0,0.0
884,Chad Sobotka,ATL,2,0,0.0,0,0.0
885,Erik Swanson,SEA,1,0,0.0,0,0.0
887,Touki Toussaint,ATL,6,0,0.0,0,0.0
890,Jacob Webb,ATL,1,0,0.0,0,0.0
891,Kyle Wright,ATL,4,0,0.0,0,0.0
901,Pedro Avila,SD,1,0,0.0,0,0.0
902,Aaron Wilkerson,MIL,2,0,0.0,0,0.0
907,Jose Suarez,LAA,1,0,0.0,0,0.0
908,Enyel De Los Santos,PHI,1,0,0.0,0,0.0
910,Tanner Rainey,WSH,1,0,0.0,0,0.0
911,Kolby Allard,TEX,1,0,0.0,0,0.0
918,Patrick Sandoval,LAA,1,0,0.0,0,0.0
926,Tom Eshelman,BAL,1,0,0.0,0,0.0
930,Sam Haggerty,NYM,3,0,0.0,0,0.0
935,Tanner Anderson,OAK,1,0,0.0,0,0.0
940,Jose Urquidy,HOU,2,0,0.0,0,0.0
956,Robert Dugger,MIA,6,0,0.0,0,0.0
958,Tres Barrera,WSH,2,0,0.0,0,0.0
960,Zach Plesac,CLE,1,0,0.0,0,0.0
962,Jeremy Walker,ATL,1,0,0.0,0,0.0
969,Conner Menez,SF,2,0,0.0,0,0.0
975,Joel Kuhnel,CIN,1,0,0.0,0,0.0
977,Shane Bieber,CLE,2,0,0.0,0,0.0
981,Rico Garcia,COL,1,0,0.0,0,0.0
982,JD Hammer,PHI,1,0,0.0,0,0.0
986,Adrian Morejon,SD,1,0,0.0,0,0.0
987,Ronald Bolanos,SD,3,0,0.0,0,0.0
988,Elvis Luciano,TOR,1,0,0.0,0,0.0
