Year,Tm,WAR,Salary,Position
2010,FLA,-0.3,"$415,000",C
2010,MIN,-0.1,"$3,000,000",P
2010,TBR,0.0,,RF
2010,WSN,0.0,,P
2010,TBR,0.0,"$2,050,000",P
2010,HOU,,,P
2010,KCR,0.0,"$2,300,000",P
2010,Tm,WAR,Salary,
2010,2TM,0.8,"$500,000",C
2010,BOS,0.0,"$415,500",P
2010,SEA,0.0,,C
2010,FLA,-0.2,"$415,000",3B
2010,COL,1.1,"$3,325,000",2B
2010,CHC,0.5,,SS
2010,TBR,2.5,"$4,000,000",SS
2010,OAK,5.5,"$410,000",1B
2010,PIT,0.0,,P
2010,PHI,0.0,"$405,000",P
2010,WSN,0.0,"$1,000,000",P
2010,SFG,0.1,,P
2010,TOR,7.0,"$2,400,000",RF
2010,SDP,-0.2,,1B
2010,NYM,1.8,"$8,625,000",LF
2010,ATL,0.0,,P
2010,BOS,,"$12,100,000",P
2010,CHW,0.7,"$445,000",2B
2010,COL,0.0,"$850,000",P
2010,LAD,0.0,"$412,500",P
2010,COL,0.1,"$850,000",P
2010,SDP,0.0,"$4,000,000",P
2010,BAL,-0.1,,3B
2010,LAA,0.0,,P
2010,LAD,-0.4,"$825,000",2B
2010,Tm,WAR,Salary,
2010,NYM,0.7,"$19,401,569",CF
2010,BOS,7.8,"$9,000,000",3B
2010,TEX,,,P
2010,TBR,0.0,,P
2010,ARI,0.0,"$650,000",P
2010,CHC,0.0,"$403,000",P
2010,BAL,0.0,"$405,000",P
2010,WSN,0.0,"$750,000",P
2010,BAL,0.0,"$400,000",P
2010,2TM,1.4,"$14,500,000",1B
2010,WSN,0.6,,RF
2010,COL,0.0,"$3,775,000",P
2010,KCR,-0.9,"$3,300,000",SS
2010,KCR,1.1,,3B
2010,LAD,0.2,"$3,850,000",P
2010,WSN,0.0,,P
2010,MIN,0.0,"$750,000",P
2010,LAD,2.7,"$6,250,000",3B
2010,TBR,0.1,,3B
2010,TEX,0.2,"$510,000",2B
2010,2TM,1.1,,CF
2010,NYM,0.0,"$750,000",C
2010,SDP,0.2,"$410,600",LF
2010,PHI,-0.2,"$3,000,000",P
2010,OAK,0.0,"$405,000",P
2010,Tm,WAR,Salary,
2010,2TM,-0.9,"$1,700,000",RF
2010,HOU,0.2,"$1,500,000",SS
2010,PHI,-0.1,,SS
2010,DET,0.9,,RF
2010,TEX,-0.4,"$407,400",RF
2010,STL,0.0,"$402,000",P
2010,HOU,-0.1,,LF
2010,DET,0.0,"$12,500,000",P
2010,FLA,1.1,"$420,000",CF
2010,DET,0.0,"$404,000",P
2010,2TM,,"$650,000",P
2010,TEX,1.5,"$600,000",CF
2010,ATL,0.0,,C
2010,HOU,-0.3,,LF
2010,LAA,1.5,,CF
2010,HOU,5.5,"$2,400,000",CF
2010,BOS,,,P
2010,OAK,0.0,,P
2010,2TM,0.2,"$410,000",RF
2010,ARI,0.0,"$725,000",P
2010,MIL,0.0,,P
2010,OAK,0.0,"$420,000",P
2010,SEA,0.0,"$11,000,000",LF
2010,CLE,-1.2,"$400,800",CF
2010,2TM,2.0,"$1,500,000",1B
2010,Tm,WAR,Salary,
2010,MIL,5.7,"$1,287,500",LF
2010,CIN,0.0,,P
2010,OAK,0.0,"$425,000",P
2010,TBR,2.5,"$403,700",2B
2010,PHI,-0.4,,RF
2010,BOS,0.1,,C
2010,CLE,0.0,,1B
2010,LAD,0.0,"$4,000,000",P
2010,CIN,4.7,"$440,000",RF
2010,WSN,0.0,"$1,500,000",P
2010,BOS,0.1,"$443,000",P
2010,2TM,0.1,"$1,055,000",P
2010,TOR,1.8,"$2,000,000",C
2010,OAK,-0.4,"$410,000",LF
2010,ARI,0.1,,P
2010,LAA,0.2,"$402,200",C
2010,CHW,-0.1,"$14,000,000",P
2010,FLA,0.0,,P
2010,LAA,0.0,"$418,000",P
2010,KCR,,,P
2010,SFG,0.1,,P
2010,WSN,0.0,,C
2010,NYY,0.0,"$16,500,000",P
2010,MIN,0.0,"$400,000",P
2010,WSN,0.0,"$775,000",P
2010,Tm,WAR,Salary,
2010,2TM,1.9,"$9,000,000",LF
2010,PIT,-0.1,,P
2010,SFG,0.1,"$410,000",2B
2010,CIN,0.0,"$810,000",P
2010,MIL,0.0,"$4,215,000",P
2010,MIN,0.2,"$400,000",C
2010,KCR,3.2,"$470,000",1B
2010,CHC,3.7,"$3,000,000",CF
2010,HOU,0.0,"$1,600,000",P
2010,SEA,-0.3,"$400,000",LF
2010,CLE,1.4,"$444,600",SS
2010,SDP,0.1,"$418,800",SS
2010,BOS,,,P
2010,ATL,-0.3,"$3,100,000",LF
2010,DET,6.5,"$20,000,000",1B
2010,CIN,0.7,"$2,020,000",SS
2010,OAK,0.0,"$410,000",P
2010,MIL,2.0,,CF
2010,SFG,-0.3,"$4,583,333",P
2010,CIN,0.7,"$500,000",3B
2010,2TM,1.6,"$460,000",3B
2010,BOS,0.1,"$7,750,000",CF
2010,TOR,0.1,"$1,150,000",P
2010,NYY,8.1,"$9,000,000",2B
2010,2TM,-1.5,"$6,000,000",3B
2010,Tm,WAR,Salary,
2010,2TM,0.0,"$3,500,000",P
2010,MIL,-0.2,,P
2010,CHC,0.0,"$403,000",P
2010,CLE,0.3,,C
2010,TOR,,,P
2010,SEA,-0.1,,1B
2010,STL,-0.3,"$15,840,971",P
2010,PHI,0.0,"$401,000",P
2010,CLE,,,P
2010,2TM,-0.1,"$950,000",P
2010,FLA,0.0,"$403,500",RF
2010,LAD,2.5,"$1,535,677",SS
2010,OAK,-0.2,,RF
2010,NYM,-0.2,,LF
2010,OAK,-0.7,,LF
2010,2TM,-1.0,,C
2010,CHC,-0.1,,P
2010,MIN,1.1,"$437,500",SS
2010,SFG,0.0,,P
2010,LAA,0.0,,P
2010,BAL,,,P
2010,NYM,0.3,"$6,250,000",2B
2010,CHC,0.2,,C
2010,HOU,-0.3,,C
2010,2TM,-1.9,"$700,000",SS
2010,Tm,WAR,Salary,
2010,CHW,0.7,"$800,000",C
2010,CHC,1.6,,SS
2010,NYM,-0.4,"$650,000",1B
2010,TOR,0.0,,P
2010,FLA,0.0,,P
2010,PIT,0.5,"$1,125,000",SS
2010,NYY,0.9,"$410,800",C
2010,HOU,0.2,,P
2010,COL,-0.4,,P
2010,NYY,0.0,"$487,975",P
2010,CIN,0.0,"$1,000,000",P
2010,OAK,-0.2,"$12,500,000",1B
2010,2TM,0.0,"$415,000",P
2010,KCR,0.1,,P
2010,WSN,-0.1,,P
2010,TBR,0.0,"$700,000",P
2010,CLE,5.9,"$461,100",RF
2010,2TM,-0.2,"$1,500,000",RF
2010,PIT,0.2,,SS
2010,FLA,0.0,,P
2010,PIT,-0.7,"$405,000",1B
2010,ATL,0.0,,LF
2010,WSN,0.1,"$401,000",P
2010,BOS,,,P
2010,MIL,0.0,"$2,025,002",P
2010,Tm,WAR,Salary,
2010,FLA,1.1,"$475,000",LF
2010,DET,0.0,"$425,000",P
2010,CHC,-0.1,,P
2010,SEA,,,P
2010,KCR,,"$665,000",P
2010,CHC,0.9,"$401,000",RF
2010,LAA,-0.1,,C
2010,ATL,0.4,"$400,000",3B
2010,PHI,0.0,"$1,500,000",P
2010,COL,-0.2,"$9,625,000",P
2010,2TM,-0.8,"$1,850,000",2B
2010,SEA,0.0,,P
2010,CIN,0.0,"$12,125,000",P
2010,TBR,0.0,"$1,200,000",P
2010,COL,0.0,"$2,750,000",P
2010,SDP,0.0,"$3,600,000",P
2010,SEA,,,P
2010,MIL,1.0,"$2,100,000",SS
2010,FLA,0.4,,CF
2010,STL,0.1,"$400,000",RF
2010,MIN,0.0,"$2,000,000",P
2010,OAK,,,P
2010,TBR,7.0,"$10,000,000",LF
2010,OAK,3.4,"$5,000,000",CF
2010,2TM,-1.4,"$1,000,000",SS
2010,Tm,WAR,Salary,
2010,CLE,0.7,,CF
2010,KCR,,"$3,250,000",P
2010,MIL,-0.1,,SS
2010,TEX,4.1,"$440,000",RF
2010,MIN,0.3,"$9,416,666",1B
2010,CIN,-0.3,"$445,000",P
2010,SDP,0.1,,LF
2010,NYY,-0.4,,RF
2010,OAK,2.3,"$2,650,000",LF
2010,HOU,0.0,,P
2010,COL,0.0,"$404,000",P
2010,DET,3.0,"$8,000,000",LF
2010,CHW,-0.1,"$3,450,000",P
2010,KCR,0.0,"$1,800,000",P
2010,FLA,0.4,,C
2010,TEX,-0.5,"$414,120",1B
2010,MIL,-0.2,"$4,250,000",P
2010,NYM,3.3,,1B
2010,OAK,1.6,"$1,350,000",CF
2010,TBR,0.0,"$404,900",P
2010,CHW,0.1,,CF
2010,COL,-0.2,"$5,600,000",P
2010,COL,0.0,,P
2010,KCR,1.9,"$4,700,000",RF
2010,2TM,0.0,,P
2010,Tm,WAR,Salary,
2010,MIN,,,P
2010,2TM,0.0,"$905,000",P
2010,ARI,0.0,,P
2010,CHC,-0.2,"$13,500,000",P
2010,SDP,2.0,,CF
2010,SFG,-0.7,"$6,000,000",LF
2010,STL,0.4,,3B
2010,WSN,1.1,"$400,000",SS
2010,NYM,0.0,,P
2010,WSN,-0.1,"$400,000",P
2010,2TM,0.4,"$410,000",2B
2010,CHC,-0.1,,P
2010,PIT,-0.4,,SS
2010,ATL,0.6,"$2,550,000",LF
2010,2TM,0.0,"$415,000",CF
2010,NYM,0.6,,P
2010,PHI,-1.1,"$1,350,000",3B
2010,CLE,0.6,,SS
2010,OAK,-0.3,,C
2010,PIT,0.0,"$1,350,000",P
2010,3TM,0.0,"$3,250,000",P
2010,BOS,,,P
2010,PIT,0.0,"$3,650,000",C
2010,2TM,0.6,,2B
2010,TOR,0.0,"$4,000,000",P
2010,Tm,WAR,Salary,
2010,TOR,,,P
2010,BOS,3.1,"$14,000,000",RF
2010,ARI,4.0,"$3,400,000",SS
2010,OAK,,"$1,750,000",P
2010,NYM,-0.2,,LF
2010,MIN,0.0,"$417,500",P
2010,PIT,-0.2,"$4,300,000",P
2010,CLE,1.2,,LF
2010,WSN,2.5,"$12,000,000",1B
2010,ATL,0.1,,P
2010,SDP,0.0,,CF
2010,PHI,0.0,"$2,125,000",P
2010,KCR,0.8,,CF
2010,SDP,1.4,"$1,000,000",2B
2010,2TM,1.9,"$850,000",CF
2010,TBR,0.0,"$402,700",P
2010,LAD,0.0,,P
2010,COL,0.0,,1B
2010,LAD,0.3,,C
2010,OAK,3.4,"$5,500,000",2B
2010,BOS,-0.1,"$496,500",CF
2010,LAD,-0.1,,P
2010,TOR,1.6,"$5,175,000",3B
2010,WSN,0.0,"$400,000",P
2010,ARI,0.2,,P
2010,Tm,WAR,Salary,
2010,COL,0.0,,P
2010,MIL,0.5,"$405,500",SS
2010,2TM,2.3,"$435,000",SS
2010,WSN,0.7,,2B
2010,HOU,-0.1,,C
2010,MIL,0.0,,P
2010,LAD,1.9,"$5,750,000",RF
2010,NYM,0.2,,LF
2010,LAA,0.0,"$405,000",CF
2010,2TM,0.0,"$419,500",P
2010,DET,-0.5,"$1,550,000",SS
2010,2TM,0.0,"$4,500,000",P
2010,TEX,0.0,"$2,425,000",P
2010,NYM,-0.2,,RF
2010,NYM,0.0,"$2,900,000",P
2010,TEX,0.0,"$402,000",P
2010,2TM,-2.4,"$4,500,000",3B
2010,MIL,1.5,"$11,000,000",1B
2010,KCR,0.3,"$422,000",3B
2010,DET,,,P
2010,DET,,,P
2010,SEA,1.2,"$8,500,000",2B
2010,2TM,0.1,"$416,000",P
2010,CIN,-0.1,,P
2010,SEA,0.0,"$406,500",P
2010,Tm,WAR,Salary,
2010,2TM,0.0,"$650,000",P
2010,CHW,0.0,,C
2010,CHW,0.1,"$2,750,000",P
2010,2TM,0.0,"$1,000,000",2B
2010,SFG,0.0,,CF
2010,COL,1.7,"$406,000",CF
2010,2TM,-0.1,"$405,000",C
2010,2TM,,,P
2010,COL,0.0,"$5,750,000",P
2010,PHI,0.4,"$470,000",LF
2010,TEX,0.0,"$3,265,000",P
2010,CIN,0.0,"$400,000",3B
2010,2TM,1.3,"$5,000,000",RF
2010,LAA,0.0,,3B
2010,STL,0.0,"$3,050,000",P
2010,TOR,0.0,"$2,650,000",P
2010,DET,-0.1,,LF
2010,ATL,-0.2,,1B
2010,STL,0.7,"$400,000",3B
2010,SEA,0.0,,P
2010,SDP,0.0,,P
2010,2TM,0.0,"$9,000,000",P
2010,CHC,1.2,"$14,000,000",RF
2010,HOU,0.0,"$425,000",P
2010,CHC,-0.4,$1,LF
2010,Tm,WAR,Salary,
2010,LAD,4.2,"$9,500,000",SS
2010,BAL,,,P
2010,DET,-0.1,,P
2010,2TM,-0.1,"$413,500",P
2010,MIL,1.2,"$450,000",P
2010,MIL,-0.1,"$406,500",3B
2010,CHW,-0.1,"$1,000,000",P
2010,STL,0.2,"$400,000",P
2010,NYY,7.4,"$452,500",LF
2010,TEX,-0.8,"$550,000",1B
2010,SDP,0.6,"$4,700,000",P
2010,TBR,-0.1,"$3,350,000",P
2010,2TM,0.0,"$700,000",P
2010,NYM,0.0,,P
2010,TEX,-0.2,,CF
2010,TEX,-0.1,,2B
2010,CLE,,,P
2010,MIL,-0.1,"$2,000,000",CF
2010,HOU,0.0,"$402,500",P
2010,KCR,0.3,"$414,500",2B
2010,COL,-0.2,"$1,750,000",1B
2010,LAD,-0.5,,LF
2010,ARI,-0.7,,LF
2010,CLE,0.1,,C
2010,ATL,0.2,"$1,750,000",1B
2010,Tm,WAR,Salary,
2010,PHI,0.3,"$1,000,000",1B
2010,NYY,0.0,,RF
2010,CIN,-0.9,"$800,000",LF
2010,MIL,0.6,"$1,100,000",CF
2010,CLE,,,P
2010,SDP,4.4,"$4,875,000",1B
2010,WSN,0.1,"$415,500",2B
2010,2TM,5.1,"$2,750,000",SS
2010,COL,5.9,"$406,000",LF
2010,DET,0.0,,P
2010,OAK,-0.1,"$405,000",P
2010,BAL,,"$6,000,000",P
2010,KCR,-0.5,"$1,150,000",LF
2010,CHC,-0.2,"$800,000",P
2010,CHC,0.0,"$2,700,000",P
2010,NYY,4.4,"$5,500,000",CF
2010,CHC,0.0,,P
2010,2TM,-0.2,,2B
2010,NYM,0.0,"$975,000",P
2010,STL,0.2,,SS
2010,SDP,0.0,"$416,500",P
2010,TOR,0.0,"$2,000,000",P
2010,KCR,-0.1,"$7,250,000",P
2010,SEA,-0.8,"$2,350,000",
2010,OAK,-0.3,"$750,000",RF
2010,Tm,WAR,Salary,
2010,CLE,0.2,"$600,000",2B
2010,TEX,1.8,"$5,500,000",RF
2010,MIN,0.0,"$3,150,000",P
2010,DET,0.5,"$13,000,000",2B
2010,2TM,-0.4,"$12,000,000",RF
2010,BAL,0.0,"$3,000,000",P
2010,SEA,2.2,"$2,312,500",CF
2010,ARI,0.0,"$411,000",P
2010,2TM,-0.9,"$8,000,000",2B
2010,SDP,2.2,"$419,800",CF
2010,LAD,-0.1,"$411,000",P
2010,CLE,2.4,"$11,500,000",
2010,SDP,1.2,"$2,125,000",SS
2010,SDP,1.0,"$2,450,000",LF
2010,BOS,1.8,"$8,525,000",LF
2010,PHI,-0.3,"$15,750,000",P
2010,SEA,0.1,,CF
2010,PHI,0.0,"$6,650,000",P
2010,TEX,8.7,"$3,250,000",LF
2010,STL,-0.2,,1B
2010,COL,-0.4,"$1,900,000",P
2010,ARI,0.0,,P
2010,CIN,2.3,"$415,000",C
2010,PIT,0.0,"$453,000",P
2010,ATL,-0.4,"$435,000",P
2010,Tm,WAR,Salary,
2010,2TM,-0.3,"$470,000",P
2010,CIN,-0.2,"$12,500,000",P
2010,TEX,0.0,"$6,500,000",P
2010,MIN,1.3,"$5,100,000",SS
2010,2TM,1.0,"$8,250,000",P
2010,CHW,,,P
2010,MIN,-1.1,"$1,450,000",3B
2010,WSN,-0.7,"$1,500,000",LF
2010,TEX,0.0,"$406,090",P
2010,MIL,3.9,"$4,800,000",RF
2010,FLA,0.0,,C
2010,MIL,0.0,"$3,250,000",P
2010,STL,-0.3,"$402,000",P
2010,2TM,-0.4,"$7,500,000",RF
2010,FLA,0.0,,C
2010,SDP,3.9,"$427,700",3B
2010,ARI,0.0,"$2,150,000",P
2010,CIN,1.0,,LF
2010,TBR,0.0,,P
2010,FLA,-0.9,"$950,000",3B
2010,COL,0.2,"$17,775,000",1B
2010,BAL,0.0,"$1,200,000",P
2010,FLA,0.0,"$425,000",P
2010,2TM,-0.1,"$3,345,000",LF
2010,2TM,-0.2,,SS
2010,Tm,WAR,Salary,
2010,BAL,0.0,"$402,500",P
2010,ATL,-0.1,"$400,000",SS
2010,SEA,0.0,"$7,200,000",P
2010,WSN,-0.1,"$900,000",P
2010,NYM,0.5,,2B
2010,CIN,1.1,"$3,868,376",C
2010,CLE,-0.1,"$5,087,500",P
2010,PHI,0.0,"$400,000",P
2010,CIN,0.0,"$412,500",P
2010,COL,0.9,,2B
2010,CLE,0.0,,P
2010,NYM,0.0,,3B
2010,ARI,-0.5,,C
2010,ATL,6.4,"$400,000",RF
2010,ATL,0.0,,3B
2010,TOR,1.0,"$4,000,000",2B
2010,CHC,-0.5,"$700,000",C
2010,BOS,,,P
2010,TOR,,,P
2010,STL,0.1,,C
2010,ATL,0.3,"$1,000,000",LF
2010,KCR,0.0,"$1,760,000",P
2010,MIL,0.0,"$7,500,000",P
2010,TOR,0.2,,3B
2010,CHC,-0.5,$1,1B
2010,Tm,WAR,Salary,
2010,TEX,,"$414,430",P
2010,KCR,,,P
2010,STL,5.9,"$16,333,327",LF
2010,PHI,-0.2,,C
2010,FLA,,,P
2010,PHI,1.2,"$19,000,000",1B
2010,2TM,0.0,"$2,000,000",P
2010,LAD,-0.1,,SS
2010,2TM,0.0,,P
2010,MIN,2.9,"$5,000,000",2B
2010,ATL,0.2,"$9,000,000",P
2010,SFG,5.7,"$3,000,000",1B
2010,CLE,0.0,"$410,700",P
2010,NYY,0.0,,LF
2010,KCR,0.0,"$400,500",P
2010,MIN,0.0,,3B
2010,NYY,0.0,"$447,000",P
2010,BAL,-0.1,,1B
2010,KCR,,,P
2010,SDP,-0.1,"$415,700",C
2010,TEX,0.0,"$409,850",P
2010,LAA,3.0,"$18,500,000",CF
2010,COL,-0.2,"$1,750,000",C
2010,PHI,0.4,"$12,166,666",LF
2010,NYM,0.0,"$1,250,000",P
2010,Tm,WAR,Salary,
2010,CHW,,,P
2010,ATL,3.1,"$2,225,000",2B
2010,DET,2.4,"$6,600,000",3B
2010,MIL,0.8,"$416,000",RF
2010,SFG,0.0,"$417,000",1B
2010,2TM,-2.1,"$4,850,000",3B
2010,BAL,0.3,"$2,600,000",SS
2010,LAA,1.4,"$2,766,666",3B
2010,DET,5.1,"$400,000",CF
2010,2TM,0.2,"$3,100,000",LF
2010,2TM,0.1,"$4,600,000",P
2010,PIT,0.0,,P
2010,NYM,0.1,"$900,000",1B
2010,PIT,0.0,,P
2010,OAK,,,P
2010,CIN,1.1,"$412,500",SS
2010,LAD,0.1,,P
2010,TOR,0.0,"$700,000",P
2010,PIT,-0.7,"$416,500",C
2010,TBR,2.6,,C
2010,STL,0.9,,RF
2010,MIL,0.0,,P
2010,CHW,0.0,"$7,500,000",P
2010,TBR,0.0,,RF
2010,LAA,0.0,"$415,000",P
2010,Tm,WAR,Salary,
2010,NYY,1.7,"$22,600,000",SS
2010,COL,-0.2,"$1,250,000",P
2010,SFG,0.0,"$400,500",P
2010,HOU,0.3,"$400,000",3B
2010,TBR,0.2,,1B
2010,BAL,,"$440,000",P
2010,FLA,-0.4,"$3,750,000",P
2010,ARI,4.3,"$2,350,000",2B
2010,NYY,-0.1,"$5,500,000",1B
2010,LAD,-0.5,"$800,000",LF
2010,SEA,-0.2,"$412,500",C
2010,BAL,2.5,"$465,000",CF
2010,CHW,1.9,"$500,000",RF
2010,ATL,2.4,"$14,000,000",3B
2010,PIT,-0.3,"$425,000",1B
2010,FLA,0.0,,P
2010,TBR,1.9,"$406,000",RF
2010,ATL,0.0,"$480,000",P
2010,KCR,0.1,,1B
2010,BOS,0.7,,CF
2010,TBR,-0.4,"$1,054,000",RF
2010,PIT,-0.3,,P
2010,ATL,0.0,"$7,333,666",P
2010,LAA,-0.1,"$8,000,000",P
2010,2TM,0.9,"$750,000",LF
2010,Tm,WAR,Salary,
2010,SEA,0.0,"$412,500",P
2010,DET,2.1,"$405,000",LF
2010,LAD,-1.1,"$4,000,000",CF
2010,KCR,0.5,"$2,250,000",C
2010,LAA,2.4,"$1,750,000",2B
2010,PHI,-0.1,"$480,000",P
2010,WSN,0.6,"$1,250,000",2B
2010,ARI,0.5,"$403,000",P
2010,HOU,0.8,"$1,150,000",2B
2010,LAD,-0.4,"$440,000",P
2010,OAK,,,P
2010,ATL,0.0,,P
2010,TEX,4.0,"$4,200,000",2B
2010,MIL,0.0,,P
2010,TEX,,,P
2010,LAA,,,P
2010,CHW,4.7,"$12,000,000",1B
2010,SEA,-0.8,"$3,517,500",1B
2010,CHW,-0.7,"$1,500,000",1B
2010,MIL,0.8,"$408,500",C
2010,OAK,2.3,"$3,100,000",3B
2010,PIT,-0.3,,C
2010,ARI,0.0,,P
2010,MIN,-0.2,"$4,100,000",RF
2010,LAD,0.1,"$950,000",P
2010,Tm,WAR,Salary,
2010,LAD,-0.6,"$15,433,333",P
2010,BOS,0.1,"$18,700,000",P
2010,CLE,0.0,"$421,900",P
2010,DET,-0.6,"$3,950,000",C
2010,FLA,-0.4,"$500,000",1B
2010,SEA,1.2,"$525,000",LF
2010,WSN,-0.2,"$458,000",P
2010,CLE,-0.3,"$402,700",1B
2010,2TM,-0.3,,1B
2010,ARI,1.1,"$4,500,000",1B
2010,PIT,-1.3,"$451,000",3B
2010,STL,0.1,"$950,000",C
2010,SDP,-0.1,"$407,800",P
2010,SEA,0.0,"$1,087,500",P
2010,CIN,1.1,,P
2010,SDP,0.5,,P
2010,CIN,0.0,,P
2010,PIT,0.0,,P
2010,HOU,-2.2,"$19,000,000",LF
2010,2TM,0.0,"$9,000,000",P
2010,2TM,1.5,"$13,250,000",1B
2010,KCR,0.0,,P
2010,2TM,0.0,,P
2010,BOS,0.0,"$3,750,000",P
2010,TEX,0.1,"$1,750,000",P
2010,Tm,WAR,Salary,
2010,TOR,0.2,,LF
2010,CLE,0.0,"$422,400",P
2010,TOR,0.0,,P
2010,PHI,0.0,"$12,000,000",P
2010,CHW,-0.5,,2B
2010,2TM,-0.5,"$13,000,000",P
2010,SFG,-0.1,"$9,000,000",P
2010,PIT,0.3,,P
2010,CIN,0.0,"$2,500,000",P
2010,TOR,-1.0,"$550,000",LF
2010,LAD,-0.2,,1B
2010,HOU,0.0,"$1,625,000",P
2010,CHW,0.0,"$5,000,000",P
2010,LAD,0.0,,P
2010,MIN,0.0,"$1,600,000",P
2010,TOR,0.0,"$414,700",P
2010,MIL,0.0,,P
2010,NYY,0.0,,P
2010,STL,-0.1,"$9,187,500",P
2010,LAD,0.6,"$3,100,000",1B
2010,TBR,8.2,"$950,000",3B
2010,2TM,0.6,"$1,000,000",2B
2010,2TM,0.0,"$775,000",P
2010,SEA,0.8,"$3,000,000",3B
2010,ARI,-0.6,"$650,000",P
2010,Tm,WAR,Salary,
2010,HOU,0.0,,P
2010,ATL,0.3,"$15,000,000",P
2010,2TM,,"$1,150,000",P
2010,BOS,-0.1,"$12,500,000",1B
2010,BOS,1.6,"$434,000",2B
2010,MIL,0.5,,C
2010,CHW,0.2,"$400,000",C
2010,2TM,1.9,"$5,450,000",RF
2010,SDP,-0.1,,P
2010,BAL,-0.8,"$9,250,000",2B
2010,FLA,-0.5,,3B
2010,HOU,0.0,"$4,250,000",P
2010,STL,0.0,,P
2010,STL,0.0,,P
2010,PHI,0.0,"$4,833,333",P
2010,MIN,0.0,,P
2010,PIT,-0.3,"$5,000,000",P
2010,KCR,0.8,,CF
2010,NYM,-0.2,"$3,300,000",P
2010,CHC,0.0,,P
2010,HOU,0.0,,P
2010,WSN,0.3,,C
2010,CIN,0.1,,P
2010,SEA,-0.2,,3B
2010,MIN,0.0,,P
2010,Tm,WAR,Salary,
2010,BOS,,,P
2010,HOU,-1.3,"$400,000",SS
2010,TOR,0.1,"$850,000",P
2010,FLA,0.0,,P
2010,BAL,2.3,"$7,100,000",RF
2010,CHC,0.0,"$2,125,000",P
2010,CHW,,,P
2010,WSN,-0.1,"$7,500,000",P
2010,CHC,-0.1,"$950,000",P
2010,CLE,0.4,"$401,200",C
2010,CLE,0.5,"$413,400",3B
2010,NYY,0.0,"$4,000,000",P
2010,KCR,0.0,,P
2010,WSN,0.0,,P
2010,LAD,1.9,"$5,050,000",C
2010,ATL,0.0,,P
2010,NYM,-0.2,,LF
2010,2TM,0.0,,P
2010,FLA,0.2,,SS
2010,BOS,3.6,"$7,700,000",C
2010,CIN,0.0,"$1,035,000",P
2010,CLE,0.0,"$427,000",P
2010,BAL,0.0,,P
2010,CHC,0.0,,P
2010,STL,-0.4,"$400,000",CF
2010,Tm,WAR,Salary,
2010,PHI,0.0,,P
2010,TEX,,"$407,400",P
2010,LAA,0.0,"$1,300,000",C
2010,LAA,1.7,"$6,000,000",LF
2010,HOU,-0.8,"$5,500,000",2B
2010,BOS,0.1,"$8,333,333",P
2010,NYM,-0.6,"$11,400,000",CF
2010,BAL,0.0,"$1,300,000",P
2010,MIN,5.9,"$12,500,000",C
2010,WSN,0.2,,RF
2010,KCR,-0.5,,C
2010,WSN,0.0,"$2,000,000",P
2010,PHI,0.2,,RF
2010,FLA,1.2,"$405,000",CF
2010,OAK,-0.1,,P
2010,LAA,-0.2,,1B
2010,ATL,3.6,"$5,700,000",C
2010,STL,0.0,"$425,000",P
2010,MIL,0.1,,P
2010,TOR,0.0,"$400,700",2B
2010,PIT,3.8,"$422,500",CF
2010,PIT,-0.1,"$401,500",P
2010,BOS,1.1,,CF
2010,2TM,-0.1,,P
2010,TOR,1.1,"$1,500,000",2B
2010,Tm,WAR,Salary,
2010,TBR,,,P
2010,MIL,1.6,"$427,500",3B
2010,COL,-0.2,,C
2010,ATL,-2.7,"$5,000,000",CF
2010,KCR,,"$12,400,000",P
2010,SFG,0.0,"$820,000",P
2010,ATL,0.3,"$407,500",P
2010,PIT,0.1,"$413,500",P
2010,NYM,0.1,,P
2010,2TM,0.0,,P
2010,WSN,-0.4,,LF
2010,FLA,0.1,,P
2010,KCR,,"$406,210",P
2010,BAL,0.0,"$850,000",P
2010,FLA,0.0,"$415,000",P
2010,HOU,0.9,"$800,000",LF
2010,BAL,,,P
2010,MIN,0.0,"$430,000",P
2010,STL,0.0,,2B
2010,PIT,0.5,"$452,000",LF
2010,FLA,-0.1,"$1,790,219",P
2010,CIN,0.0,,C
2010,KCR,-0.2,,RF
2010,LAD,0.0,,P
2010,STL,0.0,"$2,000,000",P
2010,Tm,WAR,Salary,
2010,TOR,,,P
2010,BAL,-0.1,"$12,000,000",P
2010,ATL,-0.1,,P
2010,NYY,0.1,"$400,000",1B
2010,NYM,0.0,,P
2010,LAD,-0.4,,3B
2010,NYY,0.0,"$850,000",P
2010,WSN,0.0,"$411,000",P
2010,HOU,-0.1,"$3,000,000",P
2010,NYY,-0.1,,C
2010,2TM,-0.7,"$4,500,000",C
2010,BOS,-0.2,,C
2010,TOR,0.8,"$800,000",C
2010,STL,3.1,"$4,312,500",C
2010,LAD,-0.1,"$400,000",P
2010,BAL,-0.6,,LF
2010,ARI,1.2,"$2,000,000",C
2010,SEA,-0.5,"$401,000",C
2010,BAL,-0.5,,2B
2010,COL,0.0,"$1,275,000",3B
2010,COL,0.0,"$406,000",P
2010,MIN,0.1,"$412,500",C
2010,LAA,1.7,"$1,200,000",1B
2010,CHW,0.1,,3B
2010,TEX,0.9,,1B
2010,Tm,WAR,Salary,
2010,WSN,-0.6,"$426,500",CF
2010,MIN,4.7,"$15,000,000",1B
2010,FLA,1.1,,LF
2010,TOR,0.0,"$409,800",P
