player_name,team,G,xHG,xPCT,HG,PCT
Jon Duplantier,ARI,7,0,0.0,1,14.3
Brad Keller,KC,3,0,0.0,1,33.3
Kyle McGowin,WSH,3,0,0.0,1,33.3
Jacob Nottingham,MIL,5,0,0.0,1,20.0
Dennis Santana,LAD,2,0,0.0,1,50.0
Johnny Davis,TB,2,0,0.0,1,50.0
Connor Joe,SF,8,0,0.0,1,12.5
Brendan McKay,TB,6,0,0.0,1,16.7
Jordan Yamamoto,MIA,16,0,0.0,1,6.2
Logan Webb,SF,6,0,0.0,1,16.7
Montana DuRapau,PIT,3,0,0.0,1,33.3
Caleb Ferguson,LAD,2,0,0.0,1,50.0
Logan Allen,SD,3,0,0.0,1,33.3
Phil Maton,SD,4,0,0.0,1,25.0
Ryan Helsley,STL,3,0,0.0,1,33.3
Seby Zavala,CWS,5,0,0.0,1,20.0
Dustin May,LAD,5,0,0.0,1,20.0
CC Sabathia,NYY,2,0,0.0,0,0.0
Ichiro Suzuki,SEA,2,0,0.0,0,0.0
Edwin Jackson,TOR,2,0,0.0,0,0.0
Felix Hernandez,SEA,2,0,0.0,0,0.0
Yusmeiro Petit,OAK,1,0,0.0,0,0.0
Justin Verlander,HOU,1,0,0.0,0,0.0
Kenley Jansen,LAD,1,0,0.0,0,0.0
Ross Detwiler,CWS,1,0,0.0,0,0.0
Corey Kluber,CLE,1,0,0.0,0,0.0
Sean Doolittle,WSH,3,0,0.0,0,0.0
Charlie Morton,TB,1,0,0.0,0,0.0
Jim Adduci,CHC,2,0,0.0,0,0.0
Jared Hughes,CIN,1,0,0.0,0,0.0
Wade LeBlanc,SEA,1,0,0.0,0,0.0
Blake Parker,PHI,1,0,0.0,0,0.0
Johnny Cueto,SF,3,0,0.0,0,0.0
Javy Guerra,WSH,5,0,0.0,0,0.0
J.A. Happ,NYY,2,0,0.0,0,0.0
Lance Lynn,TEX,1,0,0.0,0,0.0
Josh Tomlin,ATL,5,0,0.0,0,0.0
Ivan Nova,CWS,3,0,0.0,0,0.0
Jed Lowrie,NYM,8,0,0.0,0,0.0
Andrew Cashner,BAL,1,0,0.0,0,0.0
Wade Miley,HOU,3,0,0.0,0,0.0
Craig Stammen,SD,1,0,0.0,0,0.0
Michael Pineda,MIN,2,0,0.0,0,0.0
Mike Minor,TEX,4,0,0.0,0,0.0
Jeremy Jeffress,MIL,1,0,0.0,0,0.0
Kyle Gibson,MIN,2,0,0.0,0,0.0
Juan Nicasio,PHI,2,0,0.0,0,0.0
Ruben Tejada,NYM,5,0,0.0,0,0.0
Chad Bettis,COL,9,0,0.0,0,0.0
Steve Cishek,CHC,2,0,0.0,0,0.0
T.J. McFarland,ARI,4,0,0.0,0,0.0
Jimmy Nelson,MIL,2,0,0.0,0,0.0
Drew Pomeranz,MIL,15,0,0.0,0,0.0
Rick Porcello,BOS,3,0,0.0,0,0.0
Marcus Walden,BOS,1,0,0.0,0,0.0
Jordan Zimmermann,DET,1,0,0.0,0,0.0
Joe Kelly,LAD,3,0,0.0,0,0.0
Martin Perez,MIN,2,0,0.0,0,0.0
Matt Andriese,ARI,6,0,0.0,0,0.0
Rob Brantly,PHI,1,0,0.0,0,0.0
Ryan Carpenter,DET,1,0,0.0,0,0.0
Gerrit Cole,HOU,3,0,0.0,0,0.0
Adam Conley,MIA,1,0,0.0,0,0.0
Nathan Eovaldi,BOS,1,0,0.0,0,0.0
Jay Jackson,MIL,2,0,0.0,0,0.0
Mikie Mahtook,DET,7,0,0.0,0,0.0
Tommy Milone,SEA,1,0,0.0,0,0.0
Nick Vincent,SF,3,0,0.0,0,0.0
Tyler Lyons,PIT,1,0,0.0,0,0.0
Masahiro Tanaka,NYY,1,0,0.0,0,0.0
Felipe Vazquez,PIT,2,0,0.0,0,0.0
Yimi Garcia,LAD,2,0,0.0,0,0.0
Felix Pena,LAA,2,0,0.0,0,0.0
Jose Urena,MIA,12,0,0.0,0,0.0
Luis Cessa,NYY,1,0,0.0,0,0.0
Matt Carasiti,SEA,1,0,0.0,0,0.0
Noel Cuevas,COL,1,0,0.0,0,0.0
Dylan Floro,LAD,2,0,0.0,0,0.0
Matt Koch,ARI,4,0,0.0,0,0.0
Parker Markel,PIT,3,0,0.0,0,0.0
Deven Marrero,MIA,4,0,0.0,0,0.0
Shelby Miller,TEX,2,0,0.0,0,0.0
James Paxton,NYY,3,0,0.0,0,0.0
Garrett Richards,SD,2,0,0.0,0,0.0
Tyler Skaggs,LAA,2,0,0.0,0,0.0
Burch Smith,MIL,1,0,0.0,0,0.0
Robbie Erlin,SD,4,0,0.0,0,0.0
Yusei Kikuchi,SEA,1,0,0.0,0,0.0
Hector Velazquez,BOS,1,0,0.0,0,0.0
Cody Allen,LAA,1,0,0.0,0,0.0
Dylan Covey,CWS,1,0,0.0,0,0.0
Nick Kingham,PIT,6,0,0.0,0,0.0
Josh Osich,CWS,1,0,0.0,0,0.0
Jarrett Parker,LAA,5,0,0.0,0,0.0
Adam Plutko,CLE,1,0,0.0,0,0.0
Adrian Sampson,TEX,1,0,0.0,0,0.0
Aaron Sanchez,TOR,1,0,0.0,0,0.0
Chasen Shreve,STL,1,0,0.0,0,0.0
Drew Smyly,PHI,11,0,0.0,0,0.0
Taylor Williams,MIL,1,0,0.0,0,0.0
Asher Wojciechowski,BAL,1,0,0.0,0,0.0
Domingo German,NYY,3,0,0.0,0,0.0
Carlos Martinez,STL,1,0,0.0,0,0.0
Frankie Montas,OAK,1,0,0.0,0,0.0
Hector Neris,PHI,1,0,0.0,0,0.0
Wander Suero,WSH,1,0,0.0,0,0.0
Eduardo Rodriguez,BOS,3,0,0.0,0,0.0
Jandel Gustave,SF,1,0,0.0,0,0.0
Mike Mayers,STL,1,0,0.0,0,0.0
Matt Grace,WSH,3,0,0.0,0,0.0
Daniel Ponce de Leon,STL,8,0,0.0,0,0.0
Kyle Ryan,CHC,3,0,0.0,0,0.0
Casey Sadler,LAD,3,0,0.0,0,0.0
Jerad Eickhoff,PHI,11,0,0.0,0,0.0
Dan Winkler,ATL,1,0,0.0,0,0.0
Jakob Junis,KC,1,0,0.0,0,0.0
Daniel Mengden,OAK,1,0,0.0,0,0.0
Robert Stephenson,CIN,1,0,0.0,0,0.0
Matt Barnes,BOS,1,0,0.0,0,0.0
Brian Johnson,BOS,1,0,0.0,0,0.0
Nick Ramirez,DET,1,0,0.0,0,0.0
Randy Rosario,CHC,1,0,0.0,0,0.0
Chris Bassitt,OAK,3,0,0.0,0,0.0
Archie Bradley,ARI,1,0,0.0,0,0.0
Aaron Brooks,BAL,2,0,0.0,0,0.0
Dylan Bundy,BAL,1,0,0.0,0,0.0
Mike Clevinger,CLE,1,0,0.0,0,0.0
David Hess,BAL,2,0,0.0,0,0.0
Clay Holmes,PIT,5,0,0.0,0,0.0
Jorge Lopez,KC,1,0,0.0,0,0.0
Michael Reed,SF,4,0,0.0,0,0.0
Andrew Suarez,SF,2,0,0.0,0,0.0
Spencer Turnbull,DET,3,0,0.0,0,0.0
Mitch Walding,PHI,2,0,0.0,0,0.0
Matt Wisler,SD,1,0,0.0,0,0.0
Bradley Zimmer,CLE,7,0,0.0,0,0.0
Giovanny Gallegos,STL,3,0,0.0,0,0.0
Yefry Ramirez,PIT,2,0,0.0,0,0.0
Roenis Elias,WSH,1,0,0.0,0,0.0
Jarlin Garcia,MIA,1,0,0.0,0,0.0
Rookie Davis,PIT,1,0,0.0,0,0.0
Tyler Glasnow,TB,1,0,0.0,0,0.0
Sal Romano,CIN,1,0,0.0,0,0.0
Robert Gsellman,NYM,1,0,0.0,0,0.0
John Gant,STL,3,0,0.0,0,0.0
Chris Mazza,NYM,3,0,0.0,0,0.0
Sam Howard,COL,1,0,0.0,0,0.0
Carson Fulmer,CWS,1,0,0.0,0,0.0
JT Chargois,LAD,1,0,0.0,0,0.0
Chris Stratton,PIT,3,0,0.0,0,0.0
Brent Suter,MIL,2,0,0.0,0,0.0
Wei-Yin Chen,MIA,5,0,0.0,0,0.0
Austin Adams,SEA,1,0,0.0,0,0.0
James Marvel,PIT,4,0,0.0,0,0.0
Jacob Waguespack,TOR,2,0,0.0,0,0.0
Matt Bowman,CIN,1,0,0.0,0,0.0
Jose Berrios,MIN,2,0,0.0,0,0.0
Duane Underwood Jr.,CHC,1,0,0.0,0,0.0
Corey Oswalt,NYM,2,0,0.0,0,0.0
Ty Blach,SF,1,0,0.0,0,0.0
Joe Hudson,STL,1,0,0.0,0,0.0
Yency Almonte,COL,3,0,0.0,0,0.0
Gerardo Reyes,SD,1,0,0.0,0,0.0
Dylan Cozens,PHI,1,0,0.0,0,0.0
Keury Mella,CIN,1,0,0.0,0,0.0
Seranthony Dominguez,PHI,1,0,0.0,0,0.0
Miguel Diaz,SD,1,0,0.0,0,0.0
Jimmy Cordero,CWS,1,0,0.0,0,0.0
Pedro Payano,TEX,1,0,0.0,0,0.0
Paul Sewald,NYM,1,0,0.0,0,0.0
Scott Oberg,COL,1,0,0.0,0,0.0
Josh Hader,MIL,2,0,0.0,0,0.0
Brad Wieck,SD,2,0,0.0,0,0.0
Drew Anderson,PHI,1,0,0.0,0,0.0
Drew Jackson,BAL,3,0,0.0,0,0.0
Reynaldo Lopez,CWS,2,0,0.0,0,0.0
Raisel Iglesias,CIN,2,0,0.0,0,0.0
Yonny Chirinos,TB,1,0,0.0,0,0.0
Yasmany Tomas,ARI,4,0,0.0,0,0.0
Adbert Alzolay,CHC,3,0,0.0,0,0.0
Wes Parsons,COL,2,0,0.0,0,0.0
Shane Carle,ATL,1,0,0.0,0,0.0
Trevor Gott,SF,1,0,0.0,0,0.0
Tyler Kinley,MIA,1,0,0.0,0,0.0
Emilio Pagan,TB,1,0,0.0,0,0.0
Cody Reed,CIN,1,0,0.0,0,0.0
Jimmie Sherfy,ARI,2,0,0.0,0,0.0
Glenn Sparkman,KC,1,0,0.0,0,0.0
Devin Williams,MIL,1,0,0.0,0,0.0
Jaime Barria,LAA,1,0,0.0,0,0.0
Ariel Jurado,TEX,1,0,0.0,0,0.0
Justin Dunn,SEA,1,0,0.0,0,0.0
Chad Green,NYY,1,0,0.0,0,0.0
Donnie Hart,NYM,2,0,0.0,0,0.0
Austin Pruitt,TB,1,0,0.0,0,0.0
T.J. Zeuch,TOR,1,0,0.0,0,0.0
Aaron Civale,CLE,1,0,0.0,0,0.0
Jose Quijada,MIA,1,0,0.0,0,0.0
Luis Escobar,PIT,1,0,0.0,0,0.0
Genesis Cabrera,STL,3,0,0.0,0,0.0
Diego Castillo,TB,1,0,0.0,0,0.0
Jalen Beeks,TB,2,0,0.0,0,0.0
Jeff Brigham,MIA,1,0,0.0,0,0.0
Griffin Canning,LAA,1,0,0.0,0,0.0
Alex Jackson,ATL,4,0,0.0,0,0.0
Mitch Keller,PIT,9,0,0.0,0,0.0
Sean Newcomb,ATL,5,0,0.0,0,0.0
James Norwood,CHC,1,0,0.0,0,0.0
Sean Reid-Foley,TOR,1,0,0.0,0,0.0
Justus Sheffield,SEA,1,0,0.0,0,0.0
Chad Sobotka,ATL,2,0,0.0,0,0.0
Erik Swanson,SEA,1,0,0.0,0,0.0
Touki Toussaint,ATL,6,0,0.0,0,0.0
Jacob Webb,ATL,1,0,0.0,0,0.0
Kyle Wright,ATL,4,0,0.0,0,0.0
Pedro Avila,SD,1,0,0.0,0,0.0
Aaron Wilkerson,MIL,2,0,0.0,0,0.0
Jose Suarez,LAA,1,0,0.0,0,0.0
Enyel De Los Santos,PHI,1,0,0.0,0,0.0
Tanner Rainey,WSH,1,0,0.0,0,0.0
Kolby Allard,TEX,1,0,0.0,0,0.0
Patrick Sandoval,LAA,1,0,0.0,0,0.0
Tom Eshelman,BAL,1,0,0.0,0,0.0
Sam Haggerty,NYM,3,0,0.0,0,0.0
Tanner Anderson,OAK,1,0,0.0,0,0.0
Jose Urquidy,HOU,2,0,0.0,0,0.0
Robert Dugger,MIA,6,0,0.0,0,0.0
Tres Barrera,WSH,2,0,0.0,0,0.0
Zach Plesac,CLE,1,0,0.0,0,0.0
Jeremy Walker,ATL,1,0,0.0,0,0.0
Conner Menez,SF,2,0,0.0,0,0.0
Joel Kuhnel,CIN,1,0,0.0,0,0.0
Shane Bieber,CLE,2,0,0.0,0,0.0
Rico Garcia,COL,1,0,0.0,0,0.0
JD Hammer,PHI,1,0,0.0,0,0.0
Adrian Morejon,SD,1,0,0.0,0,0.0
Ronald Bolanos,SD,3,0,0.0,0,0.0
Elvis Luciano,TOR,1,0,0.0,0,0.0
